Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Label,GroupNumber,NumberWithinGroup,GroupSize,HomePlanetEuropa,HomePlanetEarth,HomePlanetMars,CryoSleepTrue,CryoSleepMissing,CabinNumber,CabinMissing,CabinFirstLetterA,CabinFirstLetterB,CabinFirstLetterC,CabinFirstLetterD,CabinFirstLetterE,CabinFirstLetterF,CabinFirstLetterG,CabinLastLetterP,DestinationTrappist,DestinationPSO,DestinationCancri,Toddler,Child,VIPTrue,VIPMissing,Spending,SpentMoney,NameLength
4.0,0.0,0.0,0.0,0.0,0.0,False,train,4482,1,5,0,1,0,0,0,732.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0,15.0
9.0,0.0,0.0,0.0,0.0,0.0,True,train,4482,2,5,0,1,0,0,0,732.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,16.0
0.0,0.0,0.0,0.0,0.0,0.0,True,train,4482,3,5,0,1,0,0,0,732.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0,13.0
35.0,0.0,0.0,0.0,0.0,0.0,False,train,4482,4,5,0,1,0,1,0,732.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,13.0
3.0,0.0,0.0,0.0,0.0,0.0,True,train,4482,5,5,0,1,0,1,0,732.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0,14.0
25.0,1956.0,0.0,161.0,239.0,28.0,False,train,4483,1,2,0,0,1,0,0,151.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2384.0,1,11.0
63.0,3087.0,0.0,60.0,2.0,0.0,False,train,4483,2,2,0,0,1,0,0,151.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3149.0,1,12.0
34.0,0.0,0.0,0.0,0.0,0.0,True,train,4485,1,2,0,0,1,1,0,922.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0,12.0
35.0,1219.0,0.0,1742.0,740.0,0.0,False,train,4485,2,2,0,0,1,0,0,922.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3701.0,1,9.0
26.0,0.0,0.0,0.0,0.0,0.0,True,train,4486,1,1,0,1,0,1,0,733.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,13.0
39.0,0.0,3.0,0.0,802.0,49.0,False,train,4487,1,1,0,1,0,0,0,735.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,854.0,1,16.0
34.0,0.0,337.0,1339.0,92.0,264.0,False,train,4490,1,1,1,0,0,0,0,143.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2032.0,1,15.0
36.0,0.0,1013.0,1.0,16.0,2825.0,False,train,4491,1,1,1,0,0,0,0,148.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3855.0,1,14.0
46.0,0.0,0.0,0.0,0.0,0.0,True,train,4492,1,1,0,1,0,1,0,736.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,11.0
26.0,42.0,65.0,895.0,407.0,0.0,True,train,4493,1,1,0,1,0,0,0,845.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1409.0,1,10.0
28.0,0.0,0.0,0.0,0.0,0.0,True,train,4494,1,1,0,0,1,1,0,846.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,11.0
20.0,0.0,3080.0,7.0,0.0,67.0,True,train,4496,1,1,0,1,0,0,0,924.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3154.0,1,11.0
35.0,0.0,0.0,0.0,0.0,0.0,False,train,4497,1,1,0,1,0,1,0,737.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,12.0
11.0,0.0,0.0,0.0,0.0,0.0,False,train,4498,1,8,0,1,0,0,0,734.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0,16.0
14.0,0.0,0.0,0.0,0.0,0.0,False,train,4498,2,8,0,1,0,1,0,734.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0,16.0
4.0,0.0,0.0,0.0,0.0,0.0,True,train,4498,3,8,0,1,0,1,0,734.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0,16.0
11.0,0.0,0.0,0.0,0.0,307.0,False,train,4498,4,8,0,1,0,0,0,734.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,16.0
31.0,0.0,0.0,0.0,0.0,0.0,True,train,4498,5,8,0,1,0,1,0,734.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,16.0
15.0,0.0,893.0,0.0,0.0,0.0,True,train,4498,6,8,0,1,0,0,0,734.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,893.0,1,15.0
39.0,0.0,2.0,0.0,69.0,836.0,False,train,4498,7,8,0,1,0,0,0,734.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,907.0,1,13.0
7.0,0.0,0.0,0.0,0.0,0.0,False,train,4498,8,8,0,1,0,0,0,734.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,16.0
24.0,83.0,0.0,129.0,504.0,0.0,False,train,4500,1,1,0,1,0,0,0,847.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,716.0,1,16.0
22.0,0.0,0.0,0.0,0.0,0.0,True,train,4501,1,1,0,0,0,1,0,735.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,18.0
26.0,0.0,0.0,0.0,0.0,0.0,False,train,4502,1,1,0,0,1,1,0,281.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0,12.0
53.0,0.0,864.0,49.0,39.0,2376.0,True,train,4505,1,2,1,0,0,0,0,165.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3328.0,1,14.0
40.0,2.0,76.0,0.0,201.0,307.0,False,train,4505,2,2,1,0,0,0,0,165.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,279.0,1,13.0
19.0,160.0,0.0,889.0,0.0,0.0,False,train,4506,1,1,0,0,1,0,0,294.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1049.0,1,10.0
54.0,433.0,0.0,867.0,19.0,1.0,False,train,4508,1,3,0,0,1,0,0,926.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1320.0,1,11.0
21.0,572.0,584.0,128.0,14.0,0.0,False,train,4508,2,3,0,0,1,0,0,283.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1298.0,1,9.0
25.0,1340.0,0.0,8.0,0.0,0.0,False,train,4508,3,3,0,0,1,0,0,926.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1348.0,1,12.0
48.0,137.0,0.0,877.0,0.0,0.0,True,train,4509,1,3,0,0,1,0,0,295.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1014.0,1,10.0
41.0,223.0,0.0,1127.0,8.0,0.0,True,train,4509,2,3,0,0,1,0,0,144.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1135.0,1,10.0
13.0,27.0,0.0,3246.0,0.0,0.0,True,train,4509,3,3,0,0,1,0,0,144.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3273.0,1,10.0
57.0,0.0,0.0,0.0,0.0,0.0,True,train,4510,1,1,1,0,0,0,0,177.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,16.0
25.0,0.0,0.0,0.0,0.0,0.0,True,train,4511,1,2,1,0,0,1,0,178.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.0
48.0,0.0,0.0,0.0,0.0,0.0,True,train,4511,2,2,1,0,0,1,0,178.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,13.0
34.0,849.0,51.0,375.0,0.0,24.0,False,train,4512,1,1,0,0,1,0,0,296.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1299.0,1,9.0
16.0,0.0,0.0,0.0,0.0,0.0,True,train,4514,1,1,0,1,0,1,0,736.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,13.0
0.0,0.0,0.0,0.0,0.0,0.0,False,train,4515,1,2,0,1,0,0,0,739.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.0,0,17.0
15.0,6.0,1740.0,2184.0,0.0,0.0,True,train,4515,2,2,0,1,0,0,0,739.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3930.0,1,16.0
37.0,426.0,0.0,2.0,194.0,308.0,False,train,4516,1,1,0,1,0,0,0,848.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,930.0,1,16.0
37.0,452.0,0.0,234.0,19.0,1290.0,False,train,4517,1,1,0,1,0,0,0,849.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1995.0,1,14.0
49.0,820.0,1.0,690.0,292.0,13.0,False,train,4518,1,1,0,1,0,0,0,740.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1816.0,1,14.0
18.0,1.0,1.0,0.0,0.0,746.0,False,train,4521,1,1,0,1,0,0,0,929.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,748.0,1,14.0
25.0,101.0,32.0,0.0,137.0,633.0,True,train,4522,1,1,0,1,0,0,0,850.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,903.0,1,14.0
29.0,0.0,116.0,2048.0,2.0,0.0,True,train,4524,1,1,0,1,0,0,0,930.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,2166.0,1,16.0
43.0,26.0,132.0,3.0,117.0,555.0,False,train,4529,1,1,0,1,0,0,0,738.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,833.0,1,14.0
20.0,9.0,0.0,157.0,525.0,0.0,False,train,4530,1,1,0,1,0,0,0,933.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,691.0,1,15.0
54.0,0.0,0.0,0.0,0.0,0.0,True,train,4531,1,1,1,0,0,1,0,142.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,17.0
30.0,0.0,0.0,0.0,0.0,0.0,True,train,4532,1,1,0,1,0,1,0,739.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,17.0
37.0,0.0,0.0,0.0,0.0,0.0,True,train,4533,1,1,1,0,0,1,0,149.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,13.0
30.0,60.0,41.0,553.0,1.0,0.0,True,train,4534,1,1,0,1,0,0,0,851.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,655.0,1,17.0
20.0,631.0,93.0,0.0,0.0,0.0,False,train,4535,1,2,0,1,0,0,0,934.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,724.0,1,14.0
20.0,25.0,0.0,796.0,44.0,44.0,False,train,4535,2,2,0,1,0,0,0,742.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,909.0,1,15.0
24.0,0.0,591.0,0.0,0.0,1560.0,False,train,4537,1,1,0,1,0,0,0,852.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2151.0,1,12.0
44.0,0.0,121.0,0.0,748.0,0.0,False,train,4538,1,1,0,1,0,0,0,935.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,869.0,1,13.0
0.0,0.0,0.0,0.0,0.0,0.0,True,train,4539,1,2,0,1,0,0,0,740.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0,15.0
15.0,0.0,0.0,0.0,0.0,0.0,True,train,4539,2,2,0,1,0,1,0,740.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,14.0
19.0,0.0,0.0,0.0,0.0,0.0,True,train,4542,1,2,1,0,0,1,0,150.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,12.0
20.0,0.0,0.0,0.0,0.0,0.0,True,train,4542,2,2,1,0,0,1,0,150.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,14.0
20.0,14.0,0.0,59.0,1777.0,0.0,False,train,4543,1,1,0,0,1,0,0,936.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1850.0,1,12.0
34.0,0.0,0.0,0.0,0.0,0.0,True,train,4544,1,1,0,1,0,1,0,743.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,14.0
17.0,0.0,0.0,0.0,0.0,0.0,True,train,4546,1,1,0,1,0,1,1,744.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0,0,12.0
20.0,0.0,25.0,0.0,0.0,803.0,True,train,4547,1,1,0,1,0,0,0,297.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,828.0,1,13.0
42.0,0.0,1.0,0.0,17.0,1601.0,False,train,4549,1,1,0,1,0,0,0,298.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1619.0,1,11.0
28.0,0.0,180.0,516.0,308.0,307.0,True,train,4550,1,1,0,1,0,0,0,853.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,696.0,1,13.0
43.0,375.0,103.0,1990.0,36.0,0.0,True,train,4552,1,1,0,0,1,0,0,937.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2504.0,1,10.0
55.0,0.0,102.0,0.0,278.0,5353.0,False,train,4553,1,1,1,0,0,0,0,143.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,5733.0,1,13.0
21.0,29.0,27.0,47.0,694.0,11.0,False,train,4555,1,1,0,1,0,0,0,743.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,808.0,1,12.0
17.0,0.0,656.0,295.0,0.0,35.0,False,train,4557,1,1,0,1,0,0,0,286.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,986.0,1,10.0
54.0,0.0,559.0,0.0,15238.0,2799.0,False,train,4558,1,1,1,0,0,0,0,167.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18596.0,1,13.0
25.0,223.0,205.0,175.0,0.0,549.0,True,train,4559,1,1,0,1,0,0,0,854.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,754.0,1,16.0
29.0,0.0,57.0,851.0,0.0,0.0,True,train,4560,1,1,0,1,0,0,0,744.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,908.0,1,14.0
45.0,0.0,496.0,0.0,1940.0,4195.0,False,train,4561,1,1,1,0,0,0,0,168.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6631.0,1,16.0
31.0,0.0,0.0,0.0,0.0,0.0,True,train,4562,1,1,1,0,0,1,0,180.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.0
19.0,0.0,0.0,0.0,0.0,0.0,True,train,4563,1,1,1,0,0,1,0,169.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,14.0
30.0,223.0,43.0,0.0,0.0,6.0,False,train,4564,1,1,0,1,0,0,0,745.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,49.0,1,12.0
24.0,191.0,497.0,0.0,0.0,16.0,False,train,4565,1,1,0,1,0,0,0,746.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,704.0,1,17.0
29.0,0.0,20.0,38.0,359.0,516.0,False,train,4567,1,1,0,1,0,0,0,939.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,933.0,1,15.0
42.0,4102.0,0.0,36.0,0.0,1825.0,False,train,4568,1,1,0,0,1,0,0,940.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5963.0,1,10.0
29.0,0.0,0.0,0.0,0.0,0.0,True,train,4569,1,2,1,0,0,1,0,151.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,15.0
37.0,0.0,2235.0,7.0,4098.0,89.0,False,train,4569,2,2,1,0,0,1,1,151.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6429.0,1,13.0
64.0,0.0,0.0,175.0,0.0,0.0,True,train,4570,1,1,1,0,0,1,0,170.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.0
24.0,0.0,0.0,0.0,0.0,0.0,True,train,4571,1,1,0,1,0,1,0,745.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,16.0
23.0,42.0,0.0,0.0,765.0,2.0,False,train,4572,1,1,0,1,0,0,0,746.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,809.0,1,15.0
22.0,686.0,45.0,16.0,7.0,4.0,True,train,4573,1,1,0,1,0,0,0,856.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,758.0,1,17.0
23.0,176.0,493.0,169.0,0.0,1023.0,False,train,4574,1,1,0,0,1,0,0,857.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1861.0,1,8.0
21.0,3.0,65.0,253.0,475.0,0.0,False,train,4575,1,1,0,1,0,1,1,941.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,796.0,1,10.0
37.0,661.0,876.0,0.0,3.0,13.0,False,train,4576,1,1,0,1,0,0,0,942.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1553.0,1,12.0
17.0,250.0,0.0,2179.0,0.0,0.0,True,train,4577,1,1,0,0,1,1,1,858.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2429.0,1,7.0
35.0,0.0,0.0,0.0,0.0,0.0,True,train,4580,1,1,0,0,1,1,0,860.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,11.0
33.0,0.0,4592.0,0.0,209.0,954.0,True,train,4581,1,2,1,0,0,0,0,181.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5755.0,1,17.0
37.0,0.0,2337.0,0.0,204.0,76.0,True,train,4581,2,2,1,0,0,0,0,181.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2617.0,1,18.0
32.0,0.0,154.0,0.0,5492.0,1924.0,False,train,4585,1,1,1,0,0,0,0,182.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7570.0,1,16.0
31.0,22.0,0.0,175.0,1.0,524.0,False,train,4586,1,1,0,0,1,0,0,943.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,547.0,1,11.0
29.0,0.0,4020.0,0.0,1635.0,4899.0,False,train,4587,1,1,1,0,0,0,0,42.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10554.0,1,16.0
34.0,0.0,0.0,0.0,0.0,0.0,True,train,4591,1,1,1,0,0,1,0,287.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0,16.0
9.0,0.0,0.0,0.0,0.0,0.0,True,train,4592,1,4,0,0,1,0,0,862.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,12.0
25.0,0.0,0.0,0.0,0.0,0.0,True,train,4592,2,4,0,0,1,1,0,862.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,9.0
29.0,0.0,0.0,0.0,0.0,0.0,True,train,4592,3,4,0,0,1,1,0,862.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,11.0
1.0,0.0,0.0,0.0,0.0,0.0,True,train,4592,4,4,0,0,1,1,0,862.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,9.0
30.0,1.0,797.0,0.0,10.0,0.0,True,train,4593,1,1,0,1,0,0,0,750.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,808.0,1,16.0
64.0,77.0,2424.0,0.0,3001.0,127.0,False,train,4594,1,4,1,0,0,0,0,144.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5629.0,1,13.0
31.0,0.0,6670.0,217.0,625.0,20336.0,False,train,4594,2,4,1,0,0,0,0,144.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,27848.0,1,14.0
27.0,267.0,2802.0,0.0,54.0,77.0,True,train,4594,3,4,1,0,0,0,0,144.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3200.0,1,14.0
29.0,0.0,4516.0,0.0,6167.0,5308.0,False,train,4594,4,4,1,0,0,0,0,144.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15991.0,1,14.0
25.0,0.0,0.0,0.0,0.0,0.0,True,train,4595,1,1,1,0,0,1,0,145.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,15.0
28.0,0.0,0.0,0.0,0.0,0.0,True,train,4596,1,1,0,0,0,1,0,751.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,11.0
32.0,0.0,0.0,0.0,0.0,0.0,True,train,4597,1,1,0,1,0,1,0,748.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,14.0
36.0,0.0,0.0,0.0,725.0,2.0,False,train,4602,1,1,0,1,0,0,0,945.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,727.0,1,15.0
26.0,0.0,3593.0,47.0,19.0,229.0,True,train,4603,1,2,1,0,0,1,1,171.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3888.0,1,17.0
36.0,1.0,5234.0,343.0,277.0,12682.0,False,train,4603,2,2,1,0,0,0,0,171.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18537.0,1,15.0
37.0,374.0,1327.0,10.0,81.0,0.0,False,train,4604,1,1,0,1,0,0,0,753.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1792.0,1,18.0
45.0,0.0,0.0,0.0,774.0,0.0,False,train,4605,1,1,0,1,0,0,0,750.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,774.0,1,12.0
22.0,165.0,36.0,0.0,3044.0,556.0,False,train,4606,1,2,1,0,0,0,0,172.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3801.0,1,16.0
24.0,25.0,3291.0,0.0,6075.0,179.0,False,train,4606,2,2,1,0,0,1,1,172.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9570.0,1,18.0
23.0,0.0,138.0,4.0,412.0,220.0,False,train,4607,1,1,0,1,0,0,0,751.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,774.0,1,14.0
31.0,2.0,20.0,1.0,1026.0,2.0,True,train,4608,1,1,0,1,0,0,0,864.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1051.0,1,16.0
37.0,1.0,477.0,0.0,0.0,7087.0,False,train,4609,1,1,1,0,0,0,0,173.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7565.0,1,16.0
28.0,5.0,0.0,0.0,1014.0,0.0,False,train,4610,1,1,0,1,0,0,0,752.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1019.0,1,17.0
23.0,0.0,0.0,0.0,0.0,0.0,True,train,4611,1,1,0,1,0,1,0,754.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,14.0
14.0,0.0,166.0,603.0,1.0,0.0,True,train,4612,1,1,0,1,0,0,0,755.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,770.0,1,15.0
40.0,0.0,0.0,0.0,0.0,0.0,True,train,4613,1,1,1,0,0,1,0,152.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,15.0
42.0,36.0,0.0,2554.0,0.0,9.0,True,train,4615,1,1,0,0,1,0,0,865.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2599.0,1,8.0
53.0,19.0,81.0,85.0,768.0,489.0,False,train,4617,1,1,0,1,0,0,0,866.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1442.0,1,16.0
46.0,0.0,0.0,0.0,0.0,0.0,False,train,4620,1,1,0,1,0,1,0,757.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,10.0
28.0,0.0,79.0,2003.0,0.0,0.0,True,train,4621,1,1,0,0,1,0,0,289.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2082.0,1,10.0
25.0,0.0,0.0,0.0,0.0,0.0,True,train,4622,1,1,0,1,0,1,0,753.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0,17.0
34.0,0.0,452.0,21.0,7.0,16.0,True,train,4623,1,1,1,0,0,0,0,146.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,44.0,1,17.0
58.0,1246.0,0.0,66.0,36.0,0.0,False,train,4624,1,1,0,0,1,0,0,868.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1348.0,1,12.0
31.0,0.0,2520.0,1.0,1.0,0.0,True,train,4625,1,7,1,0,0,0,0,183.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2522.0,1,15.0
24.0,0.0,0.0,0.0,0.0,0.0,True,train,4625,2,7,1,0,0,1,0,183.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,14.0
52.0,0.0,3275.0,111.0,51.0,18.0,True,train,4625,3,7,1,0,0,0,0,604.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3455.0,1,15.0
25.0,0.0,0.0,0.0,0.0,0.0,True,train,4625,4,7,1,0,0,1,0,183.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,15.0
17.0,0.0,0.0,0.0,0.0,0.0,True,train,4625,5,7,1,0,0,1,0,183.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,16.0
27.0,0.0,453.0,137.0,1331.0,1660.0,False,train,4625,6,7,0,0,0,0,0,183.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3581.0,1,14.0
29.0,0.0,0.0,0.0,0.0,0.0,True,train,4625,7,7,1,0,0,1,0,183.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,16.0
45.0,0.0,7484.0,465.0,14.0,610.0,True,train,4628,1,1,1,0,0,0,0,175.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8573.0,1,16.0
28.0,0.0,18.0,0.0,0.0,674.0,True,train,4630,1,1,0,1,0,0,0,870.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,692.0,1,15.0
25.0,0.0,0.0,175.0,0.0,0.0,True,train,4631,1,1,1,0,0,1,0,147.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,14.0
57.0,0.0,0.0,0.0,0.0,0.0,True,train,4632,1,5,1,0,0,1,0,176.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,15.0
68.0,0.0,0.0,0.0,0.0,0.0,True,train,4632,2,5,1,0,0,1,0,176.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,16.0
26.0,0.0,431.0,28.0,10941.0,26.0,False,train,4632,3,5,1,0,0,0,0,176.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11426.0,1,15.0
52.0,2.0,364.0,0.0,2144.0,1804.0,False,train,4632,4,5,1,0,0,0,0,176.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4314.0,1,16.0
